"PriceList","CAT","SEL","Description","ItemId"
"CODE8X_AUG26_182319065en-US","MSK","SKRTM","Skirting - metal - 24"" to 36""","10674"
"CODE8X_AUG26_182319065en-US","MSK","SKRTM>","Skirting - metal - 37"" to 48""","10674"
"CODE8X_AUG26_182319065en-US","MSK","SKRTMP","Skirting - metal panels - 24"" to 36""","10674"
"CODE8X_AUG26_182319065en-US","MSK","SKRTMP>","Skirting - metal panels - 37"" to 48""","10674"
"CODE8X_AUG26_182319065en-US","MSK","SKRTRS","Skirting - 24"" to 36"" - Detach & reset","10676"
"CODE8X_AUG26_182319065en-US","MSK","SKRTRS>","Skirting - 37"" to 48"" - Detach & reset","10676"
"CODE8X_AUG26_182319065en-US","MSK","SKRTV","Skirting - vinyl or plastic - 24"" to 36""","10675"
"CODE8X_AUG26_182319065en-US","MSK","SKRTV>","Skirting - vinyl or plastic - 37"" to 48""","10675"
"CODE8X_AUG26_182319065en-US","MSK","SKRTVP","Skirting - vinyl or plastic panels - 24"" to 36""","10675"
"CODE8X_AUG26_182319065en-US","MSK","SKRTVP>","Skirting - vinyl or plastic panels - 37"" to 48""","10675"
"CODE8X_AUG26_182319065en-US","MSK","SKTBA","Mobile home metal skirt track/trim - bottom","10674"
"CODE8X_AUG26_182319065en-US","MSK","SKTBTV","Mobile home vinyl skirt track/trim - bottom","10675"
"CODE8X_AUG26_182319065en-US","MSK","SKTBV","Mobile home vinyl skirt track/trim - top/back","10675"
"CODE8X_AUG26_182319065en-US","MSK","SKTFV","Mobile home vinyl skirt trim - top/front","10675"
"CODE8X_AUG26_182319065en-US","MSK","SKTTA","Mobile home metal skirt track/trim - top","10674"
"CODE8X_AUG26_182319065en-US","MSK","STAND","Park stand or pier with screw adjuster","10668"
"CODE8X_AUG26_182319065en-US","MSK","WHDOR","Access door - water heater in mobile home","10227"
"CODE8X_AUG26_182319065en-US","MTL","AGP","Metal Structures & Components (Agreed Price)","10810"
"CODE8X_AUG26_182319065en-US","MTL","ASHD","Ash dump door (fireplace clean-out)","11166"
"CODE8X_AUG26_182319065en-US","MTL","BENCH","Security bench - steel","10681"
"CODE8X_AUG26_182319065en-US","MTL","BIDITM","Metal Structures & Components (Bid Item)","10810"
"CODE8X_AUG26_182319065en-US","MTL","HRAE","Handrail - Aluminum exterior grade","10677"
"CODE8X_AUG26_182319065en-US","MTL","HRAF","Handrail - Aluminum (no glass) - Floor mounted","10677"
"CODE8X_AUG26_182319065en-US","MTL","HRAF+","Handrail - Alum/without glass - Floor mtd. - High grade","10677"
"CODE8X_AUG26_182319065en-US","MTL","HRAG","Handrail - Aluminum & glass - Floor mounted","10677"
"CODE8X_AUG26_182319065en-US","MTL","HRAG+","Handrail - Alum. & glass - Floor mtd. - High grade","10677"
"CODE8X_AUG26_182319065en-US","MTL","HRAW","Handrail - Aluminum (no glass) - Wall mounted","10677"
"CODE8X_AUG26_182319065en-US","MTL","HRSCH","Handrail - Steel - Floor mounted - Chain railing","10679"
"CODE8X_AUG26_182319065en-US","MTL","HRSP1","Handrail - Steel pipe - Floor mounted - 1 rail","10678"
"CODE8X_AUG26_182319065en-US","MTL","HRSP2","Handrail - Steel pipe - Floor mounted - 2 rail","10678"
"CODE8X_AUG26_182319065en-US","MTL","HRSP3","Handrail - Steel pipe - Floor mounted - 3 rail","10678"
"CODE8X_AUG26_182319065en-US","MTL","HRSP4","Handrail - Steel pipe - Floor mounted - 4 rail","10678"
"CODE8X_AUG26_182319065en-US","MTL","HRSP5","Handrail - Steel pipe - Floor mounted - 5 rail","10678"
"CODE8X_AUG26_182319065en-US","MTL","HRSPP","Handrail - Steel pipe - Floor mounted - w/pickets","10678"
"CODE8X_AUG26_182319065en-US","MTL","HRSPW","Handrail - Steel pipe - Wall mounted","10678"
"CODE8X_AUG26_182319065en-US","MTL","HRSRS","Handrail - Steel pipe - Detach & reset","10678"
"CODE8X_AUG26_182319065en-US","MTL","HRSSC","Handrail - Stainless steel - Floor mounted - w/wire cables","10678"
"CODE8X_AUG26_182319065en-US","MTL","LAB","Metal Structure Installer - per hour","10599"
"CODE8X_AUG26_182319065en-US","MTL","LABL","Metal Structure - General Laborer - per hour","10599"
"CODE8X_AUG26_182319065en-US","MTL","LADDER","Ladder - steel fabricated - wall mounted","10681"
"CODE8X_AUG26_182319065en-US","MTL","MN","Metal Structure - Labor Minimum","10682"
"CODE8X_AUG26_182319065en-US","MTL","MNRP","Metal Structure Repair - Min. Charge - Labor and Material","10682"
"CODE8X_AUG26_182319065en-US","MTL","MSC","Miscellaneous metal framing/accessories","11330"
"CODE8X_AUG26_182319065en-US","MTL","NOSE","Stair nosing - cast metal","10681"
"CODE8X_AUG26_182319065en-US","MTL","PDB","Metal Structures & Components (Paid Bill)","10810"
"CODE8X_AUG26_182319065en-US","MTL","PMBA","Pre-eng. Metal Building w/o sheeting (3000-3999 sf)","10797"
"CODE8X_AUG26_182319065en-US","MTL","PMBA<","Pre-eng. Metal Building w/o sheeting (2000-2999 sf)","10797"
"CODE8X_AUG26_182319065en-US","MTL","PMBA<<","Pre-eng. Metal Building w/o sheeting (1000-1999 sf)","10797"
"CODE8X_AUG26_182319065en-US","MTL","PMBA>","Pre-eng. Metal Building w/o sheeting (4000-4999 sf)","10797"
"CODE8X_AUG26_182319065en-US","MTL","PMBA>>","Pre-eng. Metal Building w/o sheeting (5000-5999 sf)","10797"
"CODE8X_AUG26_182319065en-US","MTL","PMBA>>>","Pre-eng. Metal Building w/o sheeting (6000 sf or greater)","10797"
"CODE8X_AUG26_182319065en-US","MTL","PNLC","Wall/roof panel - corrugated - 26 gauge","10689"
"CODE8X_AUG26_182319065en-US","MTL","PNLC-","Wall/roof panel - corrugated - 29 gauge","10689"
"CODE8X_AUG26_182319065en-US","MTL","PNLC--","Wall/roof panel - corrugated - 29 gauge - galv.","10689"
"CODE8X_AUG26_182319065en-US","MTL","PNLC+","Wall/roof panel - corrugated - 24 gauge","10689"
"CODE8X_AUG26_182319065en-US","MTL","PNLC24-","Wall/roof panel - corrugated - 24 gauge - galv.","10689"
"CODE8X_AUG26_182319065en-US","MTL","PNLC26-","Wall/roof panel - corrugated - 26 gauge - galv.","10689"
"CODE8X_AUG26_182319065en-US","MTL","PNLCA","Wall/roof panel - corrugated - 29 ga - Agricultural - galv","10689"
"CODE8X_AUG26_182319065en-US","MTL","PNLCA+","Wall/roof panel - corrugated - 29 gauge - Agricultural","10689"
"CODE8X_AUG26_182319065en-US","MTL","PNLCA24","Wall/roof panel - corrugated- 24 gauge- Agricultural- galv","10689"
"CODE8X_AUG26_182319065en-US","MTL","PNLCA26","Wall/roof panel - corrugated - 26 ga - Agricultural - galv","10689"
"CODE8X_AUG26_182319065en-US","MTL","PNLCA6+","Wall/roof panel - corrugated - 26 gauge - Agricultural","10689"
"CODE8X_AUG26_182319065en-US","MTL","PNLCR","Outside/Inside corner - 26 gauge","10681"
"CODE8X_AUG26_182319065en-US","MTL","PNLCR-","Outside/Inside corner - 29 gauge","10681"
"CODE8X_AUG26_182319065en-US","MTL","PNLCS","Closure strips for metal panels","10681"
"CODE8X_AUG26_182319065en-US","MTL","PNLI","Insulated metal panel - 2"" - embossed/textured","10497"
"CODE8X_AUG26_182319065en-US","MTL","PNLI-","Insulated metal panel - 1/2"" - smooth/painted","10497"
"CODE8X_AUG26_182319065en-US","MTL","PNLJ","Metal J trim - metal building","10681"
"CODE8X_AUG26_182319065en-US","MTL","PNLR","Wall/roof panel - ribbed - 26 gauge - up to 1""","10689"
"CODE8X_AUG26_182319065en-US","MTL","PNLR-","Wall/roof panel - ribbed - 29 gauge - up to 1""","10689"
"CODE8X_AUG26_182319065en-US","MTL","PNLR+","Wall/roof panel - ribbed - 24 gauge - up to 1""","10689"
"CODE8X_AUG26_182319065en-US","MTL","PNLR>","Wall/roof panel - ribbed - 26 gauge - 1 1/8"" to 1 1/2""","10689"
"CODE8X_AUG26_182319065en-US","MTL","PNLR>+","Wall/roof panel - ribbed - 24 gauge - 1 1/8"" to 1 1/2""","10689"
"CODE8X_AUG26_182319065en-US","MTL","PNLRC","Wall/roof panel - ribbed - up to 1"" - 26 gauge","10689"
"CODE8X_AUG26_182319065en-US","MTL","PNLRC-","Wall/roof panel- ribbed- to 1""- 29 ga - Agricultural- galv","10689"
"CODE8X_AUG26_182319065en-US","MTL","PNLRC-+","Wall/roof panel - ribbed - to 1"" - 29 gauge - Agricultural","10689"
"CODE8X_AUG26_182319065en-US","MTL","PNLRC26","Wall/roof panel- ribbed- to 1""- 26 ga - Agricultural- galv","10689"
"CODE8X_AUG26_182319065en-US","MTL","PNLRC6+","Wall/roof panel - ribbed - to 1"" - 26 gauge - Agricultural","10689"
"CODE8X_AUG26_182319065en-US","MTL","PNLRCP","Wall/roof panel - ribbed - to 1"" - 29 gauge - Agr. (perf)","10689"
"CODE8X_AUG26_182319065en-US","MTL","PP","Post and pole framed steel building","10688"
"CODE8X_AUG26_182319065en-US","MTL","RFGBT","Butyl tape / sealing metal roofing panels for low slopes","10681"
"CODE8X_AUG26_182319065en-US","MTL","RFGCA","Roof panel - aluminum - mill finish - Agricultural","10689"
"CODE8X_AUG26_182319065en-US","MTL","RFGET","Eave trim for metal roofing - 29 gauge","10874"
"CODE8X_AUG26_182319065en-US","MTL","RFGET+","Eave trim for metal roofing - 26 gauge","10874"
"CODE8X_AUG26_182319065en-US","MTL","RFGEW","Endwall flashing for metal roofing - 29 gauge","10874"
"CODE8X_AUG26_182319065en-US","MTL","RFGEW+","Endwall flashing for metal roofing - 26 gauge","10874"
"CODE8X_AUG26_182319065en-US","MTL","RFGGCR","Gable cornice return - metal","10810"
"CODE8X_AUG26_182319065en-US","MTL","RFGGCRH","Gable cornice return - metal - 2 stories or greater","10810"
"CODE8X_AUG26_182319065en-US","MTL","RFGGCS","Gable cornice strip - metal","10873"
"CODE8X_AUG26_182319065en-US","MTL","RFGGCSH","Gable cornice strip - metal - 2 stories or greater","10874"
"CODE8X_AUG26_182319065en-US","MTL","RFGGT","Gable trim for metal roofing - 29 gauge","10874"
"CODE8X_AUG26_182319065en-US","MTL","RFGGT+","Gable trim for metal roofing - 26 gauge","10874"
"CODE8X_AUG26_182319065en-US","MTL","RFGPR","Metal roofing - corrugated - 29 gauge - Agricultural","11393"
"CODE8X_AUG26_182319065en-US","MTL","RFGPT","Pitch transition flashing for metal roofing - 29 gauge","10874"
"CODE8X_AUG26_182319065en-US","MTL","RFGPT+","Pitch transition flashing for metal roofing - 26 gauge","10874"
"CODE8X_AUG26_182319065en-US","MTL","RFGREC","Ridge end cap for metal roofing","11353"
"CODE8X_AUG26_182319065en-US","MTL","RFGRS","Metal roofing - Detach & reset","11393"
"CODE8X_AUG26_182319065en-US","MTL","RFGRV","Ridge vent - Metal roofing - floating ventilator","10886"
"CODE8X_AUG26_182319065en-US","MTL","RFGRV-","Ridge vent - Metal roofing - Standard grade","10886"
"CODE8X_AUG26_182319065en-US","MTL","RFGRV+","Ridge vent - Metal roofing - High grade","10886"
"CODE8X_AUG26_182319065en-US","MTL","RFGRVRS","Ridge vent - Metal roofing - Detach & reset","10886"
"CODE8X_AUG26_182319065en-US","MTL","RFGS","Metal roofing - clear/skylight panel","11393"
"CODE8X_AUG26_182319065en-US","MTL","RFGSW","Sidewall flashing for metal roofing - 29 gauge","10874"
"CODE8X_AUG26_182319065en-US","MTL","RFGSW+","Sidewall flashing for metal roofing - 26 gauge","10874"
"CODE8X_AUG26_182319065en-US","MTL","RFGTRS","Metal roofing trim - Detach & reset","10874"
"CODE8X_AUG26_182319065en-US","MTL","RFGVF","Valley ""W"" flashing for metal roofing","10858"
"CODE8X_AUG26_182319065en-US","MTL","RIDGM","Ridge cap - metal roofing","10857"
"CODE8X_AUG26_182319065en-US","MTL","RIDGMRS","Ridge cap - metal roofing - Detach & reset","10857"
"CODE8X_AUG26_182319065en-US","MTL","RIDGP","Polycarbonate ridge cap - metal roofing","10857"
"CODE8X_AUG26_182319065en-US","MTL","SSRFG","Standing seam metal roofing","10479"
"CODE8X_AUG26_182319065en-US","MTL","STRACC","Commercial stairwell - accessory components","11330"
"CODE8X_AUG26_182319065en-US","MTL","TR6","Metal truss - 6/12 slope","10492"
"CODE8X_AUG26_182319065en-US","MTL","XBRAC","X-bracing - 5/16"" galvanized cable","10681"
"CODE8X_AUG26_182319065en-US","ORI","AGP","Ornamental Iron (Agreed Price)","10810"
"CODE8X_AUG26_182319065en-US","ORI","BALB","Ornamental iron baluster - single basket","10692"
"CODE8X_AUG26_182319065en-US","ORI","BALB+","Ornamental iron baluster - double basket","10692"
"CODE8X_AUG26_182319065en-US","ORI","BALT","Ornamental iron baluster - single twist","10692"
"CODE8X_AUG26_182319065en-US","ORI","BALT+","Ornamental iron baluster - double twist","10692"
"CODE8X_AUG26_182319065en-US","ORI","BIDITM","Ornamental Iron (Bid Item)","10810"
"CODE8X_AUG26_182319065en-US","ORI","COR","Ornamental iron corbel - 8""","10368"
"CODE8X_AUG26_182319065en-US","ORI","CRES","Ornamental iron cresting","10681"
"CODE8X_AUG26_182319065en-US","ORI","CRES+","Ornamental iron cresting - High grade","10681"
"CODE8X_AUG26_182319065en-US","ORI","DORS","Ornamental iron - Security door","10690"
"CODE8X_AUG26_182319065en-US","ORI","DORS+","Ornamental iron - Security door - High grade","10690"
"CODE8X_AUG26_182319065en-US","ORI","DORS++","Ornamental iron - Security door - Premium grade","10690"
"CODE8X_AUG26_182319065en-US","ORI","DORSRS","Ornamental iron - Security door - Detach & reset","10690"
"CODE8X_AUG26_182319065en-US","ORI","FEN4","Ornamental iron fencing - 4' high","10684"
"CODE8X_AUG26_182319065en-US","ORI","FEN4+","Ornamental iron fencing - 4' high - High grade","10684"
"CODE8X_AUG26_182319065en-US","ORI","FEN6","Ornamental iron fencing - 6' high","10685"
"CODE8X_AUG26_182319065en-US","ORI","FEN6+","Ornamental iron fencing - 6' high - High grade","10685"
"CODE8X_AUG26_182319065en-US","ORI","FEN8","Ornamental iron fencing - 8' high","10685"
"CODE8X_AUG26_182319065en-US","ORI","FEN8+","Ornamental iron fencing - 8' high - High grade","10685"
"CODE8X_AUG26_182319065en-US","ORI","GRIL","Ornamental iron - security grill - window","11331"
"CODE8X_AUG26_182319065en-US","ORI","GRIL-","Ornamental iron - security grill - window - Standard grade","11331"
"CODE8X_AUG26_182319065en-US","ORI","GRILQR","Ornamental iron - security grill - quick release lock","11332"
"CODE8X_AUG26_182319065en-US","ORI","GRILRS","Ornamental iron - security grill - Detach & reset","11331"
"CODE8X_AUG26_182319065en-US","ORI","LAB","Ornamental Iron Worker - per hour","10599"
"CODE8X_AUG26_182319065en-US","ORI","LABL","Ornamental Iron - General Laborer - per hour","10599"
"CODE8X_AUG26_182319065en-US","ORI","MN","Ornamental Iron - Labor Minimum","10682"
"CODE8X_AUG26_182319065en-US","ORI","OPEN","Electric gate opener","10320"
"CODE8X_AUG26_182319065en-US","ORI","OPEN-","Electric gate opener - Standard grade","10320"
"CODE8X_AUG26_182319065en-US","ORI","OPEN+","Electric gate opener - High grade","10320"
"CODE8X_AUG26_182319065en-US","ORI","OPENC","Electric gate opener - Commercial grade","10320"
"CODE8X_AUG26_182319065en-US","ORI","ORGT","Ornamental iron fence gate, 3' - 4' wide - 3' - 4' high","10810"
"CODE8X_AUG26_182319065en-US","ORI","ORGT>","Ornamental iron fence gate, 3' - 4' wide - 5' - 6' high","10810"
"CODE8X_AUG26_182319065en-US","ORI","ORGT>>","Ornamental iron fence gate, 3' - 4' wide - 7' - 8' high","10810"
"CODE8X_AUG26_182319065en-US","ORI","ORGT6","Ornamental iron fence gate, 5' - 6' wide - 3' - 4' high","10810"
"CODE8X_AUG26_182319065en-US","ORI","ORGT6>","Ornamental iron fence gate, 5' - 6' wide - 5' - 6' high","10810"
"CODE8X_AUG26_182319065en-US","ORI","ORGT6>>","Ornamental iron fence gate, 5' - 6' wide - 7' - 8' high","10810"
"CODE8X_AUG26_182319065en-US","ORI","ORGTR","Ornamental iron rolling/sliding gate - per SF","10797"
"CODE8X_AUG26_182319065en-US","ORI","ORGTR+","Ornamental iron rolling/sliding gate - High grade - per SF","10797"
"CODE8X_AUG26_182319065en-US","ORI","ORGTRS","Ornamental iron fence gate - Detach & reset","10810"
"CODE8X_AUG26_182319065en-US","ORI","ORP","Ornamental iron post - 4' high fence - 2""","10828"
"CODE8X_AUG26_182319065en-US","ORI","ORP>","Ornamental iron post - 6' high fence - 2""","10828"
"CODE8X_AUG26_182319065en-US","ORI","ORP>>","Ornamental iron post - 8' high fence - 2""","10828"
"CODE8X_AUG26_182319065en-US","ORI","ORP4","Ornamental iron post - 4' high fence - 4""","10828"
"CODE8X_AUG26_182319065en-US","ORI","ORP4>","Ornamental iron post - 6' high fence - 4""","10828"
"CODE8X_AUG26_182319065en-US","ORI","ORP4>>","Ornamental iron post - 8' high fence - 4""","10828"
"CODE8X_AUG26_182319065en-US","ORI","ORP6","Ornamental iron post - 4' high fence - 6""","10828"
"CODE8X_AUG26_182319065en-US","ORI","ORP6>","Ornamental iron post - 6' high fence - 6""","10828"
"CODE8X_AUG26_182319065en-US","ORI","ORP6>>","Ornamental iron post - 8' high fence - 6""","10828"
"CODE8X_AUG26_182319065en-US","ORI","ORRS","Ornamental iron handrail - Detach & reset","10686"
"CODE8X_AUG26_182319065en-US","ORI","ORSP","Ornamental iron handrail w/ straight pickets, 3' high","10335"
"CODE8X_AUG26_182319065en-US","ORI","ORTP","Ornamental iron handrail w/ twisted pickets, 3' high","10335"
"CODE8X_AUG26_182319065en-US","ORI","PDB","Ornamental Iron (Paid Bill)","10810"
"CODE8X_AUG26_182319065en-US","PLA","2","Two coat plaster (no lath)","3230"
"CODE8X_AUG26_182319065en-US","PLA","ADD","Additional cost for high wall or ceiling - 11' to 14'","10232"
"CODE8X_AUG26_182319065en-US","PLA","ADD>","Additional cost for high wall or ceiling - Over 14'","10232"
"CODE8X_AUG26_182319065en-US","PLA","AGP","Interior Lath & Plaster (Agreed Price)","10810"
"CODE8X_AUG26_182319065en-US","PLA","APG","Acoustic plaster over 1/2"" gypsum core blueboard","10693"
"CODE8X_AUG26_182319065en-US","PLA","APG5/8","Acoustic plaster over 5/8"" gypsum core blueboard","10693"
"CODE8X_AUG26_182319065en-US","PLA","APM","Acoustic plaster over metal lath","10693"
"CODE8X_AUG26_182319065en-US","PLA","BIDITM","Interior Lath & Plaster (Bid Item)","10810"
"CODE8X_AUG26_182319065en-US","PLA","BL>H","5/8"" blueboard - hung only (no tape or finish)","679"
"CODE8X_AUG26_182319065en-US","PLA","BLH","1/2"" blueboard - hung only (no tape or finish)","664"
"CODE8X_AUG26_182319065en-US","PLA","COFFER","Plaster - add for coffers/domes","10694"
"CODE8X_AUG26_182319065en-US","PLA","DETAILC","Plaster - add for ceiling detailing/trim","11238"
"CODE8X_AUG26_182319065en-US","PLA","G2","Two coat plaster over 1/2"" gypsum core blueboard","3232"
"CODE8X_AUG26_182319065en-US","PLA","G2>","Two coat plaster over 5/8"" gypsum core blueboard","3232"
"CODE8X_AUG26_182319065en-US","PLA","LAB","Plasterer - per hour","10236"
"CODE8X_AUG26_182319065en-US","PLA","LABL","Plaster - General Laborer - per hour","10236"
"CODE8X_AUG26_182319065en-US","PLA","M2","Two coat plaster over metal lath","3234"
"CODE8X_AUG26_182319065en-US","PLA","M3","Three coat plaster over metal lath","3236"
"CODE8X_AUG26_182319065en-US","PLA","MASKLF","Mask wall - plastic, paper, tape (per LF)","11277"
"CODE8X_AUG26_182319065en-US","PLA","MASKSF","Mask per square foot for plaster work","10238"
"CODE8X_AUG26_182319065en-US","PLA","MASKSF>","Floor protection - plastic and tape - 10 mil","10283"
"CODE8X_AUG26_182319065en-US","PLA","MED","Ceiling medallion - molded polymer","11234"
"CODE8X_AUG26_182319065en-US","PLA","MN","Plaster - Labor Minimum","10695"
"CODE8X_AUG26_182319065en-US","PLA","MNRP","Interior Plaster Repair - Min. Charge - Labor and Material","10695"
"CODE8X_AUG26_182319065en-US","PLA","PATCH","Plaster patch / small repair - ready for paint","11235"
"CODE8X_AUG26_182319065en-US","PLA","PDB","Interior Lath & Plaster (Paid Bill)","10810"
"CODE8X_AUG26_182319065en-US","PLA","THIN","Thin coat plaster (no lath)","3238"
"CODE8X_AUG26_182319065en-US","PLA","THING","Thin coat plaster over 1/2"" gypsum core blueboard","3240"
"CODE8X_AUG26_182319065en-US","PLA","THING>","Thin coat plaster over 5/8"" gypsum core blueboard","3240"
"CODE8X_AUG26_182319065en-US","PLA","VEN2","Venetian plaster - two coats","3240"
"CODE8X_AUG26_182319065en-US","PLA","VEN3","Venetian plaster - three coats","3240"
